,Unnamed: 0,QId,QPostTypeId,QAcceptedAnswerId,QOwnerUserId,QAnswerCount,QCommentCount,QFavoriteCount,QCommunityOwnedDate,QCreationDate,QScore,QViewCount,QTitle,QBody,QTags,QStackTrace,Webpack,React,Express
46917,46170,73378488,1,73380602,19778182,4.0,1.0,0.0,0.0,2022-08-16T18:12:33.670,0.0,64.0,How to fix npm start errors on my nodejs?,"<p>After the npm install, I tried npm start for my project. But it shows an error. How can we fix this error?<a href=""https://i.stack.imgur.com/bn8nh.png"" rel=""nofollow noreferrer"">enter image description here</a></p>
",<javascript><node.js><express><npm>,0.0,0,0,1
47232,46485,73619205,1,0,6544697,0.0,0.0,0.0,0.0,2022-09-06T08:49:27.357,1.0,164.0,Converting ODATA url to sequelize selector,"<p>My node.js application (getting requests with express, stores data with sequelize and proxies to a sap odata api) gets odata requests. As sequelize can't handle the odata scheme, I have to create a parser by myself.</p>
<p>For example the odata URI could be:
<code>$expand=Car($expand=Brand($expand=Type)),Person($expand=Gender)&amp;$filter=id eq 1</code>
As you can see, there are some nested expands.</p>
<p>The parsed data should look like that:</p>
<pre class=""lang-json prettyprint-override""><code>{
    include: [
        {
           association: &quot;Car&quot;,
           include: [
              {
                  association: &quot;Brand&quot;
                  include: [
                     {
                        association: &quot;Type&quot;
                     }
              }
           ]

        },
        {
            association: &quot;Person&quot;,
            include: [
                {
                    association: &quot;Gender&quot;
                }
            ]
        }
    ],
    where: {
        id: 1
    }
}
</code></pre>
<p>I already had a look at some npm packages, but none of them does support the expand of entities/entitysets.</p>
<p>Any idea how to recursively convert that odata scheme to the sequelize selectors?</p>
<p>I'm pretty sure that would be interesting for many api developers using node.</p>
",<node.js><express><npm><sequelize.js><odata>,0.0,0,0,1
47240,46493,73625053,1,0,17296239,2.0,3.0,0.0,0.0,2022-09-06T16:18:12.067,0.0,551.0,RangeError: Invalid array length on crypto js when i tried to encrypt my password on node.Js Application,"<p>I have been developing a node backend API for an ecommerce website for learning purpose. So in that when I tried to encrypt my password for authentication purpose. I am getting an error stating that</p>
<pre><code>...\ECommerceApi\node_modules\crypto-js\core.js:335
words.length = Math.ceil(sigBytes / 4);
                                 ^

RangeError: Invalid array length
    at WordArray.init.clamp (D:\STUDY\React.JS\reactproject\ECommerceApi\node_modules\crypto-js\core.js:335:27)
</code></pre>
<p>This is what I am getting when running it through POSTMAN.Here is the code to my Auth Module</p>
<pre><code>
const router = require(&quot;express&quot;).Router();
const User = require(&quot;../models/User&quot;)
const CryptoJS = require(&quot;crypto-js&quot;)

//REGISTER
router.post(&quot;/register&quot;,async (req,res)=&gt;{
    
    const newUser = new User({
        username:req.body.username,
        email:req.body.email,
        password:CryptoJS.AES.encrypt(req.body.password,process.env.PASS_SEC).toString()
 

    });
    try{

        const savedUser = await newUser.save();
        res.status(201).json(savedUser)
        console.log(savedUser)
    }catch(err){
        res.status(500).json(err)
        console.log(err);
    }
});
    

module.exports = router;
</code></pre>
",<node.js><express><npm><cryptojs>,1.0,0,0,1
47268,46521,73653353,1,0,17296239,1.0,0.0,0.0,0.0,2022-09-08T18:03:22.110,0.0,358.0,"Getting an error ""Cannot read properties of undefined (reading 'id') ""","<p>I am creating a webtoken for my backend API and to update my database . Even though the token and ID given to it are correct, it's return an error “token not valid” in the POSTMAN. When I checked the console it showed an error stating that “TypeError: Cannot read properties of undefined (reading 'id')”.The code to it is shown below.</p>
<pre><code>const jwt = require(&quot;jsonwebtoken&quot;);

const verifyToken = (req, res, next) =&gt; {
  const authHeader = req.headers.token;
  if (authHeader) {
    const token = authHeader.split(&quot;&quot;)[1];
    jwt.verify(token, process.env.JWT_SEC, (err, user) =&gt; {
      if (err) res.status(403).json(&quot;Token is not valid!&quot;);
      req.user = user;
      next();
    });
  } else {
    return res.status(401).json(&quot;YOu are not authenticated!&quot;);
  }
};
const verifyTokenAndAuthorization = (req, res, next) =&gt; {
  verifyToken(req, res, () =&gt; {
    if (req.user.id === req.params.id || req.user.isAdmin) {
      next();
    } else {
      res.status(403).json(&quot;You are not allowed to do that!&quot;);
    }
  });
};

module.exports = { verifyToken,verifyTokenAndAuthorization };



</code></pre>
<p>the code to the user module is given below</p>
<pre><code>const User = require(&quot;../models/User.js&quot;);
const { verifyTokenAndAuthorization } = require(&quot;./verifyToken.js&quot;);
const router = require(&quot;express&quot;).Router();

//UPDATE
router.put(&quot;/:id&quot;, verifyTokenAndAuthorization, async (req, res) =&gt; {
  if (req.body.password) {
    req.body.password = CryptoJS.AES.encrypt(
      req.body.password,
      process.env.PASS_SEC
    ).toString();
  }
  try {
    const updatedUser = await User.findByIdAndUpdate(
      req.params.id,
      { $set: req.body, },
      { new: true }
    );
    res.status(200).json(updatedUser)
  } catch (err) {
    res.status(500).json(err);
  }
});
module.exports = router;

</code></pre>
",<javascript><node.js><express><npm>,0.0,0,0,1
47386,46639,73738113,1,0,20007675,2.0,2.0,0.0,0.0,2022-09-15T22:41:07.910,0.0,2109.0,"Cannot find module ""morgan"" and but I see morgan exists as dependencies in my package.json file","<p>I am trying to open an app with npm start, but keep getting the error message</p>
<blockquote>
<p><strong>Error: cannot find module 'morgan'</strong></p>
</blockquote>
<p>I looked up some advices on github or stackoverflow, tried these commands:</p>
<blockquote>
<p>npm install morgan</p>
<p>npm install --save morgan</p>
<p>npm link morgan</p>
<p>npm install mongoose-morgan</p>
</blockquote>
<p>None of them works. And I do see morgan 1.10.0 in the dependencies of my package.json file.</p>
<p>Anyone knows what's happening?</p>
",<node.js><express><npm><morgan>,0.0,0,0,1
47446,46699,73793275,1,0,14063169,1.0,0.0,0.0,0.0,2022-09-20T22:32:59.387,0.0,424.0,Serve React Build on separate server from Express/Node server,"<p>I have a create-react-app where I split the client side to run on port localhost:3000 and my node js/express api side to run on port localhost:9000. I was using a Proxy at localhost:9000 to make my api requests from my client side to my backend. Now, I want to deploy this app. I have done npm run build on my client side and have that folder.</p>
<p>I was using the static server (serve -s build) at port 5000 to see it. However it is not getting any response or communicating with my express server. I don't even get any errors. I am certain the server is running but it seems they are not communicating. I also have CORS enabled.</p>
<p>Is this possible to <strong>run the build folder separately from my express server</strong>, have them running on <strong>two separate servers</strong> or I do I have to serve the static build from my express backend? In the end I'm going to use Apache but I'm trying to get the build up and running, communicating with my backend like how it was before I did the build. Please help!</p>
<p>[app.js(express/node js)]</p>
<pre><code>var createError = require('http-errors');
var express = require('express');
var path = require('path');
var cookieParser = require('cookie-parser');
var logger = require('morgan');
var cors = require('cors');

var indexRouter = require('./routes/index');
var APIRouter = require('./routes/API');   // require route
var app = express();


// view engine setup
app.set('views', path.join(__dirname, 'views'));
app.set('view engine', 'jade');
app.use(cors());
app.use(logger('dev'));
app.use(express.json());
app.use(express.urlencoded({ extended: true }));
app.use(express.static(path.join(__dirname, 'public')));

app.use('/', indexRouter);
app.use(&quot;/API&quot;, APIRouter); // telling express to use this route but need to require it
app.use(function(req, res, next) {
  next(createError(404));
  var err = new Error(&quot;Not found from app.js&quot;)
  err.status = 404;
  next(err);
});

// error handler
app.use(function(err, req, res, next) {
  // set locals, only providing error in development
  res.locals.message = err.message;
  res.locals.error = req.app.get('env') === 'development' ? err : {};

  // render the error page
  res.status(err.status || 500);
  res.render('error');
  console.log(err);
});

module.exports = app;

</code></pre>
<p>[index.js(express/node js)]</p>
<pre><code>var express = require('express');
var app = express();
var cors = require('cors');
var path = require('path');
var cookieParser = require('cookie-parser')
var secret = require('./config')[env]
var env = process.env.NODE_ENV || 'development';
var config = require('./config')[env];

const basicAuth = require('express-basic-auth');
const auth = basicAuth({
    users: {
      [config.adminCredentials.user]:config.adminCredentials.password
    }
});

app.use(cookieParser(config.adminCredentials.secret));
app.use(express.json());
app.use(cors());

app.use(function(err, req, res, next) {
  res.status(err.status || 500);
  console.log(&quot;error:&quot;, err);
});


/* This is for deploying build folder , app is then hosted on port: 9000 */
// app.use(express.static(path.resolve(__dirname, '../../client/build')));
// //All other GET requests not handled before will return our React app
// app.get('/', (req, res) =&gt; {
//   res.sendFile(path.resolve(__dirname, '../../client/build', 'index.html'));
// }); 

app.get(&quot;/authenticate&quot;, auth, (req, res) =&gt; {
    const options = {
      httpOnly: true, //cookies are only accessible from a server
      signed:true,
      maxAge: 60 * 60 * 1000, // 1 hour
      sameSite:true // prevents the cookie from being sent in cross-site requests
    };
    
    if(req.auth.user === &quot;*****&quot;) { // response reaches back to client if and only if the credentials sent along match with the request match
        res.cookie('name', '*****', options).send({screen:'******'});
    }
});

app.get('/read-cookie', (req, res) =&gt; {
  if(req.signedCookies.name === &quot;*****&quot;) {
    res.send({screen:'*****'});
  }
  else {
    res.send({screen:'auth'});
  }
});

app.get('/clear-cookie', (req, res) =&gt; {
  res.clearCookie('name').end();
});

app.get('/', function(req, res, next) {
  res.render('index', { title: 'Express' });
});

</code></pre>
<p>bin/www (express/ node)</p>
<pre><code>#!/usr/bin/env node

/**
 * Module dependencies.
 */
var app = require('../app');
var debug = require('debug')('api:server');
var http = require('http');
const fs = require(&quot;fs&quot;);
const path=require('path');
var cookieParser = require('cookie-parser');

/**
 * Get port from environment and store in Express.
 */

var port = normalizePort(process.env.PORT || '9000');
app.set('port', port);

/**
 * Create HTTP server.
 */

var server = http.createServer(app);

/**
 * Listen on provided port, on all network interfaces.
 */

server.listen(port, () =&gt; {
  console.log(`Server listening on ${port}`);
});
server.on('error', onError);
server.on('listening', onListening);

/**
 * Normalize a port into a number, string, or false.
 */

function normalizePort(val) {
  var port = parseInt(val, 10);

  if (isNaN(port)) {
    // named pipe
    return val;
  }

  if (port &gt;= 0) {
    // port number
    return port;
  }

  return false;
}

/**
 * Event listener for HTTP server &quot;error&quot; event.
 */

function onError(error) {
  if (error.syscall !== 'listen') {
    throw error;
  }

  var bind = typeof port === 'string'
    ? 'Pipe ' + port
    : 'Port ' + port;

  // handle specific listen errors with friendly messages
  switch (error.code) {
    case 'EACCES':
      console.error(bind + ' requires elevated privileges');
      process.exit(1);
      break;
    case 'EADDRINUSE':
      console.error(bind + ' is already in use');
      process.exit(1);
      break;
    default:
      throw error;
  }
}

/**
 * Event listener for HTTP server &quot;listening&quot; event.
 */

function onListening() {
  var addr = server.address();
  var bind = typeof addr === 'string'
    ? 'pipe ' + addr
    : 'port ' + addr.port;
  debug('Listening on ' + bind);
}

</code></pre>
<p>Client package.json</p>
<pre><code>{
  &quot;name&quot;: &quot;client&quot;,
  &quot;version&quot;: &quot;0.1.0&quot;,
  &quot;private&quot;: true,
  &quot;dependencies&quot;: {
    &quot;@emotion/react&quot;: &quot;^11.9.3&quot;,
    &quot;@emotion/styled&quot;: &quot;^11.9.3&quot;,
    &quot;@fortawesome/fontawesome-svg-core&quot;: &quot;^1.2.34&quot;,
    &quot;@fortawesome/free-brands-svg-icons&quot;: &quot;^5.15.2&quot;,
    &quot;@fortawesome/free-regular-svg-icons&quot;: &quot;^5.15.2&quot;,
    &quot;@fortawesome/free-solid-svg-icons&quot;: &quot;^5.15.2&quot;,
    &quot;@fortawesome/react-fontawesome&quot;: &quot;^0.1.14&quot;,
    &quot;@mui/icons-material&quot;: &quot;^5.8.4&quot;,
    &quot;@mui/material&quot;: &quot;^5.9.1&quot;,
    &quot;@testing-library/jest-dom&quot;: &quot;^5.11.4&quot;,
    &quot;@testing-library/react&quot;: &quot;^11.1.0&quot;,
    &quot;@testing-library/user-event&quot;: &quot;^12.1.10&quot;,
    &quot;axios&quot;: &quot;^0.21.4&quot;,
    &quot;cors&quot;: &quot;^2.8.5&quot;,
    &quot;node&quot;: &quot;^17.4.0&quot;,
    &quot;prop-types&quot;: &quot;^15.7.2&quot;,
    &quot;react&quot;: &quot;^18.2.0&quot;,
    &quot;react-dom&quot;: &quot;^18.2.0&quot;,
    &quot;react-router-dom&quot;: &quot;^6.3.0&quot;,
    &quot;react-scripts&quot;: &quot;3.4.3&quot;,
    &quot;web-vitals&quot;: &quot;^0.2.4&quot;
  },
  &quot;scripts&quot;: {
    &quot;start&quot;: &quot;HTTPS=true react-scripts --openssl-legacy-provider start&quot;,
    &quot;build&quot;: &quot;react-scripts --openssl-legacy-provider build&quot;,
    &quot;test&quot;: &quot;react-scripts test&quot;,
    &quot;eject&quot;: &quot;react-scripts eject&quot;
  },
  &quot;proxy&quot;: &quot;http://localhost:9000&quot;,
  &quot;eslintConfig&quot;: {
    &quot;extends&quot;: [
      &quot;react-app&quot;,
      &quot;react-app/jest&quot;
    ]
  },
  &quot;browserslist&quot;: {
    &quot;production&quot;: [
      &quot;&gt;0.2%&quot;,
      &quot;not dead&quot;,
      &quot;not op_mini all&quot;
    ],
    &quot;development&quot;: [
      &quot;last 1 chrome version&quot;,
      &quot;last 1 firefox version&quot;,
      &quot;last 1 safari version&quot;
    ]
  }
}

</code></pre>
",<node.js><reactjs><express><npm>,0.0,0,0,1
47455,46708,73800856,1,0,20052249,0.0,3.0,0.0,0.0,2022-09-21T12:36:59.663,0.0,97.0,Node js: Error [OpenError]: IO error: /var/task/matic/exceptions/eth/LOCK: Read-only file system,"<p>Can someone help me? I am using node.JS 16.17.0 (includes npm 8.15.0). The code is working locally without errors, but not when I deploy it on Cyclic and Vercel.</p>
<p>This is the code -</p>
<pre><code>const fs = require(&quot;fs&quot;);
const level = require(&quot;level&quot;);
const path = require(&quot;path&quot;);

fs.mkdir(path.join(__dirname, 'matic/exceptions'), {recursive: true}, (err) =&gt; { if (err) { return console.error(err);}
});
fs.mkdir(path.join(__dirname, 'matic/exceptions/eth'), {recursive: true}, (err) =&gt; {if (err) {return console.error(err);}
});
fs.mkdir(path.join(__dirname, 'matic/addresses'), {recursive: true}, (err) =&gt; {
    if (err) {return console.error(err);}
});

const dbEthExceptions = level(
    path.join(__dirname, 'matic/exceptions/eth')
);
const dbAddress = level(
    path.join(__dirname, 'matic/addresses')
);
</code></pre>
<p><strong>// This is the Error //</strong></p>
<pre><code>/var/task/node_modules/level-packager/node_modules/levelup/lib/levelup.js:119
          return callback(new OpenError(err))
                          ^
    2022-09-21 17:55:36.618: Error [OpenError]: IO error: /var/task/matic/exceptions/eth/LOCK: Read-only file system
        at /var/task/node_modules/level-packager/node_modules/levelup/lib/levelup.js:119:23
        at /var/task/node_modules/abstract-leveldown/abstract-leveldown.js:38:14
        at /var/task/node_modules/level-packager/node_modules/deferred-leveldown/deferred-leveldown.js:31:21
        at /var/task/node_modules/abstract-leveldown/abstract-leveldown.js:38:14
        at /var/task/node_modules/abstract-leveldown/abstract-leveldown.js:38:14
    Emitted 'error' event on LevelUP instance at:
        at /var/task/node_modules/level-packager/node_modules/levelup/lib/levelup.js:60:19
        at /var/task/node_modules/level-packager/node_modules/levelup/lib/levelup.js:119:14
        at /var/task/node_modules/abstract-leveldown/abstract-leveldown.js:38:14
        [... lines matching original stack trace ...]
        at /var/task/node_modules/abstract-leveldown/abstract-leveldown.js:38:14 {
      [cause]: undefined
    }
</code></pre>
",<node.js><express><npm><vercel><leveldb>,1.0,0,0,1
47473,46726,73821222,1,0,14050808,0.0,2.0,0.0,0.0,2022-09-22T22:21:59.537,0.0,109.0,npm script to both build typescript files and run after deploying to AWS EB environment,"<p>I want AWS EB to automatically build and run my files without me having to explicitly build everytime I push to git repo. I've tried placing this in &quot;scripts&quot; in package.json:</p>
<pre><code>&quot;start&quot;: &quot;tsc build &amp;&amp; node build/index.js&quot;
</code></pre>
<p>The outDir specified in my tsconfig.json is <code>build</code>. This unfortunately didn't work and I get 'Degraded' health status. I know this is definitely the problem with my web server, because I tried manually building and placing <code>node build/index.js</code> in the &quot;start&quot; script, and it worked.
Here's my package.json:</p>
<pre><code>{
  &quot;name&quot;: &quot;woocommerce-api&quot;,
  &quot;version&quot;: &quot;1.0.0&quot;,
  &quot;description&quot;: &quot;&quot;,
  &quot;main&quot;: &quot;src/index.js&quot;,
  &quot;scripts&quot;: {
    &quot;test&quot;: &quot;echo \&quot;Error: no test specified\&quot; &amp;&amp; exit 1&quot;,
    &quot;start&quot;: &quot;npx tsc &amp;&amp; node build/index.js&quot;,
    &quot;dev&quot;: &quot;nodemon -r dotenv/config src/index.ts&quot;,
    &quot;deploy&quot;: &quot;npm run build &amp;&amp; node build/index.js&quot;,
    &quot;build&quot;: &quot;npx tsc&quot;
  },
  &quot;keywords&quot;: [],
  &quot;author&quot;: &quot;&quot;,
  &quot;license&quot;: &quot;ISC&quot;,
  &quot;dependencies&quot;: {
    &quot;@types/node&quot;: &quot;^18.7.18&quot;,
    &quot;cors&quot;: &quot;^2.8.5&quot;,
    &quot;dotenv&quot;: &quot;^16.0.2&quot;,
    &quot;express&quot;: &quot;^4.18.1&quot;,
    &quot;helmet&quot;: &quot;^6.0.0&quot;,
    &quot;nodemon&quot;: &quot;^2.0.20&quot;
  },
  &quot;devDependencies&quot;: {
    &quot;@types/cors&quot;: &quot;^2.8.12&quot;,
    &quot;@types/express&quot;: &quot;^4.17.14&quot;,
    &quot;@types/helmet&quot;: &quot;^4.0.0&quot;,
    &quot;@typescript-eslint/eslint-plugin&quot;: &quot;^5.38.0&quot;,
    &quot;@typescript-eslint/parser&quot;: &quot;^5.38.0&quot;,
    &quot;eslint&quot;: &quot;^8.23.1&quot;,
    &quot;ts-node&quot;: &quot;^10.9.1&quot;,
    &quot;typescript&quot;: &quot;^4.8.3&quot;
  }
}
</code></pre>
<p>And my simple app with a get path at home, and a post path at <code>/hook</code> to consume webhooks.</p>
<pre><code>import express, { Response, Request } from &quot;express&quot;;
import cors from &quot;cors&quot;;
import helmet from &quot;helmet&quot;;

const app = express();
app.use(cors());
app.use(helmet());
app.use(express.json());

const port = process.env.PORT || 8081;

app.get(&quot;/&quot;, (req: Request, res: Response) =&gt; {
  res.send({ message: &quot;Hello world1234&quot; });
});

app.post(&quot;/hook&quot;, (req: Request, res: Response) =&gt; {
   console.log(req.body);
   res.status(200).send({ message: &quot;success&quot; });
});

app.listen(port, () =&gt; {
  console.log(`Listening on port ${port}...`);
});
</code></pre>
<p>Would appreciate the help.</p>
",<node.js><amazon-web-services><express><npm>,0.0,0,0,1
47539,46792,73877115,1,0,3715553,0.0,0.0,0.0,0.0,2022-09-28T06:34:28.823,3.0,45.0,follow-redirects behaving differently in production. Receiving etag,"<p>So I have a Node Express backend and I’m using the npm package: <code>follow-redirects</code>.</p>
<p>I follow a particular URL and due to data protected issues I cannot share it here.</p>
<p>But the gist is that when I follow the link’s redirects I have a certain number of steps that I go through and through each step I process information.</p>
<p>The problem is, this works fine locally in development and when I run it in production i.e. on a proper domain, the redirects craps out and I get a 404 status return with the following message.</p>
<pre><code>{
  date: 'Wed, 28 Sep 2022 06:29:02 GMT',
  server: 'nginx',
  'content-type': 'text/html',
  'content-length': '250',
  vary: 'Accept-Encoding',
  etag: '&quot;xxxxxxx-xx&quot;', //obscured 
  connection: 'close'
}
</code></pre>
<p>Now I’ve tried looking it up and I found out that Etags are sent when the server has a cache of a similar request from a similar source. The problem is, I do not want that, and I cannot understand why it doesn’t reproduce in development. What am I missing here.</p>
<p>I’m sorry for the lack of information. I’ll be thankful for any bit of information regarding this problem.</p>
<p>FYI: Sometimes, it works, sometimes it doesn't on production. Is there a way to perhaps make sure the server I am sending a request to, thinks it is a new one and doesn't return an eTag?</p>
",<node.js><typescript><express><npm><etag>,0.0,0,0,1
47597,46850,73928322,1,0,13440079,0.0,2.0,0.0,0.0,2022-10-02T18:23:28.000,1.0,719.0,Tsconfig preserveSymlink breaks express types,"<p>I am in a peculiar situation, without <code>&quot;preserveSymlinks&quot;: true</code> in my <code>tsconfig.json</code>. I get the following errors, <a href=""https://github.com/microsoft/TypeScript/issues/42873"" rel=""nofollow noreferrer"">as seen in this issue</a></p>
<pre><code>The inferred type of &quot;X&quot; cannot be named without a reference to &quot;Y&quot;. This is likely not portable. A type annotation is necessary.
</code></pre>
<p>Exact error</p>
<pre><code>src/api/controllers/validators.ts(5,14): error TS2742: The inferred type of 'commonSchema' cannot be named without a reference to '.pnpm/joi@17.6.2/node_modules/joi'. This is likely not portable. A type annotation is necessary.
</code></pre>
<p>So as the issue stated I added <code>&quot;preserveSymlinks&quot;: true</code> and this indeed did fix the issue, but now this has broken the types for <code>express</code>. I made a <a href=""https://github.com/Nikola-Milovic/monorepo-issue"" rel=""nofollow noreferrer"">reproducable repo</a>, I use pnpm and if you navigate to <code>apps/backend/src</code> you can see that the types for express are broken, if you remove the <code>&quot;preserveSymlinks&quot;: true</code> from the <code>tsconfig.json</code> it works. But I need the <code>preserveSymlinks</code> setting for the previous error which breaks the <code>express</code> types</p>
",<typescript><express><npm><package.json><pnpm>,0.0,0,0,1
47611,46864,73941110,1,0,3977629,1.0,4.0,0.0,0.0,2022-10-03T21:43:36.150,0.0,188.0,"NPM run build has return code not 0, hence my tests are not run - error procKil is not defined","<p>npm run build or npm run verify has error code not 1, hence my test code is not run.</p>
<p>I need my node version to be 14 and typescript version to be 3.9.7 intentionally.</p>
<p>When I see the npm logs, I see this</p>
<pre><code>0 info it worked if it ends with ok
1 verbose cli [
1 verbose cli   '/Users/pavanrao/.asdf/installs/nodejs/14.19.3/bin/node',
1 verbose cli   '/Users/pavanrao/.asdf/installs/nodejs/14.19.3/bin/npm',
1 verbose cli   'run',
1 verbose cli   'build',
1 verbose cli   '--verbose'
1 verbose cli ]
2 info using npm@6.14.17
3 info using node@v14.19.3
4 verbose run-script [ 'prebuild', 'build', 'postbuild' ]
5 info lifecycle api@2.2.4~prebuild: api@2.2.4
6 info lifecycle api@2.2.4~build: api@2.2.4
7 verbose lifecycle api@2.2.4~build: unsafe-perm in lifecycle true
8 verbose lifecycle api@2.2.4~build: PATH: /Users/pavanrao/.asdf/installs/nodejs/14.19.3/lib/node_modules/npm/node_modules/npm-lifecycle/node-gyp-bin:/Users/pavanrao/api/node_modules/.bin:/Users/pavanrao/.asdf/plugins/nodejs/shims:/Users/pavanrao/.asdf/installs/nodejs/14.19.3/bin:/opt/homebrew/opt/mysql-client/bin:/Users/pavanrao/.asdf/shims:/opt/homebrew/opt/asdf/libexec/bin:/opt/homebrew/opt/protobuf@3/bin:/opt/homebrew/opt/protobuf@3/bin:/Users/pavanrao/.jenv/shims:/Users/pavanrao/.jenv/bin:/opt/homebrew/bin:/usr/local/bin:/usr/bin:/bin:/usr/sbin:/sbin:/opt/homebrew/opt/mysql-client/bin:/opt/homebrew/opt/protobuf@3/bin:/Users/pavanrao/.jenv/shims:/Users/pavanrao/.jenv/bin:/opt/homebrew/bin
9 verbose lifecycle api@2.2.4~build: CWD: /Users/pavanrao/api
10 silly lifecycle api@2.2.4~build: Args: [ '-c', 'rm -rf ./dist &amp;&amp; tsc' ]
11 silly lifecycle api@2.2.4~build: Returned: code: 0  signal: null
12 verbose stack ReferenceError: procKil is not defined
12 verbose stack     at procError (/Users/pavanrao/.asdf/installs/nodejs/14.19.3/lib/node_modules/npm/node_modules/npm-lifecycle/index.js:366:38)
12 verbose stack     at EventEmitter.&lt;anonymous&gt; (/Users/pavanrao/.asdf/installs/nodejs/14.19.3/lib/node_modules/npm/node_modules/npm-lifecycle/index.js:335:5)
12 verbose stack     at EventEmitter.emit (events.js:400:28)
12 verbose stack     at ChildProcess.&lt;anonymous&gt; (/Users/pavanrao/.asdf/installs/nodejs/14.19.3/lib/node_modules/npm/node_modules/npm-lifecycle/lib/spawn.js:55:14)
12 verbose stack     at ChildProcess.emit (events.js:400:28)
12 verbose stack     at maybeClose (internal/child_process.js:1088:16)
12 verbose stack     at Process.ChildProcess._handle.onexit (internal/child_process.js:296:5)
13 verbose cwd /Users/pavanrao/api
14 verbose Darwin 21.6.0
15 verbose argv &quot;/Users/pavanrao/.asdf/installs/nodejs/14.19.3/bin/node&quot; &quot;/Users/pavanrao/.asdf/installs/nodejs/14.19.3/bin/npm&quot; &quot;run&quot; &quot;build&quot; &quot;--verbose&quot;
16 verbose node v14.19.3
17 verbose npm  v6.14.17
18 error procKil is not defined
19 verbose exit [ 1, true ]
</code></pre>
<p>This is how my package.json looks</p>
<pre><code>{
    &quot;name&quot;: &quot;api&quot;,
    &quot;version&quot;: &quot;2.2.4&quot;,
    &quot;main&quot;: &quot;index.js&quot;,
    &quot;scripts&quot;: {
        &quot;start&quot;: &quot;nodemon index.ts&quot;,
        &quot;build&quot;: &quot;rm -rf ./dist &amp;&amp; tsc&quot;,
        &quot;copy-files&quot;: &quot;cp -R ./schema/ ./dist/&quot;,
        &quot;process-release-strategy&quot;: &quot;nodemon release_strategy_process.ts&quot;,
        &quot;watch&quot;: &quot;tsc -w&quot;,
        &quot;test&quot;: &quot;jest&quot;,
        &quot;preverify&quot;: &quot;npm run build &amp;&amp; rm -rf ./reports&quot;,
        &quot;verify&quot;: &quot;jest -i --coverage&quot;,
        &quot;proto:build&quot;: &quot;cd proto; buf build; cd ..&quot;,
        &quot;codegen:buf&quot;: &quot;cd proto; buf generate; cd ..&quot;
    },
    &quot;devDependecies&quot;: {
...

}

Anything that can be done better?

Running on Mac M1. 
</code></pre>
",<node.js><express><npm>,0.0,0,0,1
47621,46874,73946865,1,0,2437953,1.0,2.0,0.0,0.0,2022-10-04T10:57:59.310,-3.0,49.0,"React , Express, ""TypeError is not a function""","<pre><code>var express = require('express')

const app = express();
const port = process.env.PORT || 5000;     

app.listen(3000, () =&gt; console.log('Server started'))
</code></pre>
<p>Is there any error here ?</p>
<p>VS code says</p>
<blockquote>
<p>TypeError: app.listen is not a function</p>
</blockquote>
",<reactjs><express><npm><typeerror>,0.0,0,0,1
47634,46887,73957523,1,74025817,17365525,1.0,2.0,0.0,0.0,2022-10-05T08:10:04.813,1.0,376.0,ExpressJS with MySQL - PROTOCOL_PACKETS_OUT_OF_ORDER,"<p>I have an ExpressJS server with Node, running with the <a href=""https://www.npmjs.com/package/mysql"" rel=""nofollow noreferrer"">MySQL npm package</a>, and all works fine. However, when I leave the server running a long time (say, overnight), I always come back to it having crashed, stating <code>PROTOCOL_PACKETS_OUT_OF_ORDER</code>. (See below)</p>
<p>How can I fix this, if even at all, as this server is soon to be deployed to production and this will be impossible if it crashes every night.</p>
<pre><code>node:events:505
    throw er; // Unhandled 'error' event
    ^

Error: Packets out of order. Got: 0 Expected: 17
</code></pre>
",<mysql><node.js><express><npm><protocols>,0.0,0,0,1
47648,46901,73965959,1,0,20170263,2.0,1.0,0.0,0.0,2022-10-05T20:22:37.813,0.0,476.0,"TypeError: expressJwt is not a function, using a middleware","<p>I am learning to use middlewares and as I am trying to import express-jwt it does not work. I am using the following syntax:
const expressJwt = require('express-jwt')</p>
<p>I uninstalled express-jwt and installed an older version express-jwt@5.3.1, in which it works, but I wanna know how to fix it on the new version.</p>
",<javascript><node.js><express><npm><express-jwt>,0.0,0,0,1
